rank,rider,team,time,cq_points,race_id
4.0,AALRUST Haakon Lunder,TCO,,7,40152
5.0,HARTEEL Jelle,-,,6,40152
6.0,SLOCK Liam,-,"20""",5,40152
7.0,DEJONGHE Len,-,"20""",4,40152
8.0,RICE Matthew,-,"38""",3,40152
9.0,BARTA Tomas,ATT,"38""",2,40152
10.0,NUYTTEN Michiel,-,"38""",1,40152
11.0,VAN GRIEKEN Jarne,-,"38""",0,40152
12.0,WILLEMS Senne,-,"52""",0,40152
13.0,BIERKENS Tim,ALQ,"52""",0,40152
14.0,KAESEMANS Jasper,-,"52""",0,40152
15.0,VERBURG Luke,ABC,"52""",0,40152
16.0,HJEMSAETER Olav,TCO,"52""",0,40152
17.0,COLEMAN Zak,VWE,"52""",0,40152
18.0,SCHUCH Mike,ABC,"52""",0,40152
19.0,DE RYCK Robbe,-,"52""",0,40152
20.0,FERDINANDE Anton,-,"52""",0,40152
1.0,VAN DER HOORN Taco,IWG,"4h45'03""",130,40154
2.0,WILLEMS Thimo,MCT,,78,40154
3.0,BAYER Tobias,ADC,,66,40154
4.0,HERREGODTS Rune,SVB,"07""",58,40154
5.0,DE WILDE Gilles,SVB,"07""",52,40154
6.0,LIVYNS Arjen,BWB,"07""",46,40154
7.0,WELTEN Bram,GFC,"07""",40,40154
8.0,MARCHAND Gianni,TIS,"10""",34,40154
9.0,KRISTOFF Alexander,IWG,"23""",28,40154
10.0,REX Laurenz,BWB,"23""",24,40154
11.0,MATTHEWS Michael,BEX,"23""",20,40154
12.0,VAN POPPEL Danny,BOH,"23""",18,40154
13.0,GROVES Kaden,BEX,"23""",16,40154
14.0,NIZZOLO Giacomo,IPT,"23""",14,40154
15.0,ZINGLE Axel,COF,"23""",12,40154
16.0,MCLAY Daniel,ARK,"23""",10,40154
17.0,VERMEERSCH Florian,LTS,"23""",9,40154
18.0,VAN POUCKE Aaron,SVB,"23""",8,40154
19.0,TOUZE Damien,ACT,"23""",7,40154
20.0,CONSONNI Simone,COF,"23""",6,40154
21.0,VAN TRICHT Stan,QST,"23""",5,40154
22.0,ALLEGAERT Piet,COF,"23""",5,40154
23.0,MERLIER Tim,ADC,"23""",5,40154
24.0,TURNER Benjamin,IGD,"23""",5,40154
25.0,MERTZ Rémy,BWB,"23""",5,40154
26.0,BRAET Vito,SVB,"23""",5,40154
27.0,POLANC Jan,UAD,"23""",5,40154
28.0,BERCKMOES Jenno,SVB,"23""",5,40154
29.0,GILBERT Philippe,LTS,"23""",5,40154
30.0,PEYSKENS Dimitri,BWB,"23""",5,40154
31.0,PONSAERTS Thibaut,MCT,"23""",0,40154
1.0,DE LIE Arnaud,LTS,"4h40'58""",80,40155
2.0,CONSONNI Simone,COF,,48,40155
3.0,VAN POPPEL Danny,BOH,,40,40155
4.0,MENTEN Milan,BWB,,36,40155
5.0,BENNETT Sam,BOH,,32,40155
6.0,HERMANS Quinten,IWG,,28,40155
7.0,ALLEGAERT Piet,COF,,24,40155
8.0,ANIOLKOWSKI Stanislaw,BWB,,20,40155
9.0,NIZZOLO Giacomo,IPT,,16,40155
10.0,MERLIER Tim,ADC,,12,40155
11.0,BOIVIN Guillaume,IPT,,10,40155
12.0,FRETIN Milan,SVB,,9,40155
13.0,VAN ROOY Kenneth,SVB,,8,40155
14.0,ZINGLE Axel,COF,,7,40155
15.0,CAPIOT Amaury,ARK,,6,40155
16.0,KAMP Ryan,-,,5,40155
17.0,NYS Thibau,-,,5,40155
18.0,GAVIRIA RENDON Fernando,UAD,,5,40155
19.0,D'HEYGERE Gil,MCT,,5,40155
20.0,ARNDT Nikias,DDS,"04""",5,40155
21.0,VAN ASBROECK Tom,IPT,"04""",0,40155
22.0,NOPPE Christophe,ARK,"04""",0,40155
23.0,VAN TRICHT Stan,QST,"04""",0,40155
24.0,VAN LERBERGHE Bert,QST,"04""",0,40155
25.0,BALLERSTEDT Maurice,ADC,"10""",0,40155
26.0,WELLENS Tim,LTS,"10""",0,40155
27.0,NAESEN Lawrence,ACT,"13""",0,40155
28.0,BARBIER Pierre,BBK,"15""",0,40155
29.0,VANTHOURENHOUT Michael,-,"15""",0,40155
30.0,VIVIANI Attilio,BWB,"17""",0,40155
31.0,CAMPENAERTS Victor,LTS,"17""",0,40155
1.0,SCOTT Robert,RDW,"4h11'40""",15,40156
2.0,CAÑELLAS SANCHEZ Xavier,JAV,,10,40156
3.0,AVOINE Kévin,-,,8,40156
4.0,TEGGART Matthew,RDW,,7,40156
5.0,CORKERY Dillon,-,,6,40156
6.0,HODAPP Johannes,LPC,,5,40156
7.0,KNIGHT Oliver,-,,4,40156
8.0,MORIN Emmanuel,UNA,,3,40156
9.0,CRISPIN Mickaël,-,,2,40156
10.0,PITHIE Laurence,CGF,,1,40156
11.0,NARBONNE-ZUCCARELLI Axel,-,,0,40156
12.0,MARIS Elias,LPC,,0,40156
13.0,TORRES CASTELLANOS Edwin Yair,JAV,,0,40156
14.0,WOOD Reece,RDW,,0,40156
15.0,GIRARD Damien,-,,0,40156
16.0,PALENI Enzo,CGF,,0,40156
17.0,LYONS Angus,ACA,,0,40156
18.0,ANDERSEN Sander,-,,0,40156
19.0,LE CAM Brendan,-,"05""",0,40156
20.0,SCOTT Jacob,RDW,"05""",0,40156
1.0,HIRSCHI Marc,UAD,"4h14'05""",80,40157
2.0,SCHACHMANN Maximilian,BOH,,48,40157
3.0,KRON Andreas Lorentz,LTS,,40,40157
4.0,ROTA Lorenzo,IWG,,36,40157
5.0,ZIMMERMANN Georg,IWG,,32,40157
6.0,CHAMPOUSSIN Clément,ACT,"02""",28,40157
7.0,MONIQUET Sylvain,LTS,"10""",24,40157
8.0,TURGIS Anthony,TEN,"21""",20,40157
9.0,TRENTIN Matteo,UAD,"23""",16,40157
10.0,ULISSI Diego,UAD,"23""",12,40157
11.0,COSNEFROY Benoît,ACT,"23""",10,40157
12.0,HOWSON Damien,BEX,"23""",9,40157
13.0,BURGAUDEAU Mathieu,TEN,"23""",8,40157
14.0,IMPEY Daryl,IPT,"23""",7,40157
15.0,WILLIAMS Stephen,TBV,"25""",6,40157
16.0,SCHMID Mauro,QST,"28""",5,40157
17.0,PETERS Nans,ACT,"30""",5,40157
18.0,HOULE Hugo,IPT,"30""",5,40157
19.0,HALLER Marco,BOH,"30""",5,40157
20.0,GROSSSCHARTNER Felix,BOH,"30""",5,40157
21.0,HERRADA LOPEZ Jose,COF,"30""",0,40157
22.0,QUINTANA ROJAS Dayer Uberney,ARK,"30""",0,40157
23.0,PERNSTEINER Hermann,TBV,"30""",0,40157
24.0,MÄDER Gino,TBV,"52""",0,40157
25.0,PASQUALON Andrea,IWG,"02'07""",0,40157
26.0,COQUARD Bryan,COF,"02'07""",0,40157
27.0,ZAMBANINI Edoardo,TBV,"02'07""",0,40157
28.0,STEDMAN Maximilian,MGK,"02'07""",0,40157
29.0,BEVIN Patrick,IPT,"03'45""",0,40157
30.0,STARK Immanuel,PUS,"07'19""",0,40157
31.0,ZINGLE Axel,COF,"07'36""",0,40157
1.0,RIESEBEEK Oscar,ADC,"4h06'59""",130,40158
2.0,VERMEERSCH Gianni,ADC,"01""",78,40158
3.0,SENECHAL Florian,QST,"03""",66,40158
4.0,VAN TRICHT Stan,QST,"06""",58,40158
5.0,VLIEGEN Loïc,IWG,"06""",52,40158
6.0,DE LIE Arnaud,LTS,"06""",46,40158
7.0,DEVRIENDT Tom,IWG,"06""",40,40158
8.0,ALLEGAERT Piet,COF,"06""",34,40158
9.0,RUSSO Clément,ARK,"09""",28,40158
10.0,TILLER Rasmus Fossum,UXT,"09""",24,40158
11.0,MERTENS Julian,SVB,"09""",20,40158
12.0,VERMEERSCH Florian,LTS,"12""",18,40158
13.0,VANMARCKE Sep,IPT,"12""",16,40158
14.0,AERTS Thijs,-,"13""",14,40158
15.0,JAUREGUI Quentin,BBK,"13""",12,40158
16.0,VANHOOF Ward,SVB,"15""",10,40158
17.0,LEMMENS Sander,TIS,"19""",9,40158
18.0,DE PESTEL Sander,SVB,"21""",8,40158
19.0,VAN DER HOORN Taco,IWG,"21""",7,40158
20.0,BOIVIN Guillaume,IPT,"22""",6,40158
21.0,OLIVEIRA Rui Filipe Alves,UAD,"22""",5,40158
22.0,VANBILSEN Kenneth,COF,"24""",5,40158
23.0,REYNDERS Jens,SVB,"26""",5,40158
24.0,LAMPAERT Yves,QST,"26""",5,40158
25.0,VAN DEN BOSSCHE Fabio,ADC,"33""",5,40158
26.0,LEMOINE Cyril,BBK,"33""",5,40158
27.0,TAMINIAUX Lionel,ADC,"58""",5,40158
28.0,WELLENS Tim,LTS,"01'36""",5,40158
29.0,LECROQ Jérémy,BBK,"01'40""",5,40158
30.0,WALLAYS Jelle,COF,"02'01""",5,40158
31.0,CAMPENAERTS Victor,LTS,"03'43""",0,40158
1.0,JAKOBSEN Fabio,QST,"4h18'46""",80,40159
2.0,EWAN Caleb,LTS,,48,40159
3.0,MERLIER Tim,ADC,,40,40159
4.0,WEEMAES Sasha,SVB,,36,40159
5.0,BARBIER Rudy,IPT,,32,40159
6.0,NIZZOLO Giacomo,IPT,,28,40159
7.0,ANIOLKOWSKI Stanislaw,BWB,,24,40159
8.0,BOSTOCK Matthew,RDW,,20,40159
9.0,BLIKRA Erlend Jordbrekk,UXT,,16,40159
10.0,NOPPE Christophe,ARK,,12,40159
11.0,WALSCHEID Maximilian,COF,,10,40159
12.0,CONSONNI Simone,COF,,9,40159
13.0,GHYS Robbe,SVB,,8,40159
14.0,ALLEGAERT Piet,COF,,7,40159
15.0,ACKERMANN Pascal,UAD,,6,40159
16.0,D'HEYGERE Gil,MCT,,5,40159
17.0,GUDMESTAD Tord,UXT,,5,40159
18.0,NYS Thibau,-,,5,40159
19.0,BLOUWE Louis,BWB,,5,40159
20.0,BOMBOI Davide,EHS,,5,40159
21.0,MORICE Julien,BBK,,0,40159
22.0,LEMOINE Cyril,BBK,,0,40159
23.0,GROVES Kaden,BEX,,0,40159
24.0,MUSEEUW Stefano,MCT,,0,40159
25.0,DEVRIENDT Tom,IWG,,0,40159
26.0,GRONDIN Donavan,ARK,,0,40159
27.0,STEWART Campbell,BEX,,0,40159
28.0,SAJNOK Szymon,COF,,0,40159
29.0,LEDANOIS Kévin,ARK,,0,40159
30.0,VAN DEN BOSSCHE Fabio,ADC,"05""",0,40159
31.0,SENECHAL Florian,QST,"05""",0,40159
1.0,GUERREIRO Ruben Antonio Almeida,EFE,"4h32'35""",80,40160
2.0,CHAVES RUBIO Jhoan Esteban,EFE,"53""",48,40160
3.0,STORER Michael,GFC,"01'28""",40,40160
4.0,JOHANNESSEN Tobias Halland,UXT,"02'00""",36,40160
5.0,MARTIN Guillaume,COF,"02'15""",32,40160
6.0,RODRIGUEZ MARTIN Cristian,TEN,"02'28""",28,40160
7.0,VERONA QUINTANILLA Carlos,MOV,"02'30""",24,40160
8.0,ZEITS Andrey,AST,"02'55""",20,40160
9.0,ADRIA OLIVERAS Roger,EKP,"03'08""",16,40160
10.0,VALTER Attila,GFC,"03'14""",12,40160
11.0,EDET Nicolas,ARK,"03'26""",10,40160
12.0,MADOUAS Valentin,GFC,"04'36""",9,40160
13.0,NIV Guy,IPT,"05'19""",8,40160
14.0,RIES Michel,ARK,"05'20""",7,40160
15.0,SKJELMOSE JENSEN Mattias,TFS,"05'25""",6,40160
16.0,CARR Simon,EFE,"05'58""",5,40160
17.0,HÄNNINEN Jaakko,ACT,"06'24""",5,40160
18.0,TOLHOEK Antwan,TFS,"06'26""",5,40160
19.0,JEGAT Jordan,UNA,"07'16""",5,40160
20.0,NIEVE ITURRALDE Mikel,CJR,"07'24""",5,40160
21.0,VALVERDE BELMONTE Alejandro,MOV,"07'27""",0,40160
22.0,SCHÖNBERGER Sebastian,BBK,"07'33""",0,40160
23.0,KUDUS Merhawi Gebremedhin,EFE,"07'35""",0,40160
24.0,HAGEN Carl Fredrik,IPT,"07'40""",0,40160
25.0,RICHARD Louis,UNA,"07'51""",0,40160
26.0,LE GAC Olivier,GFC,"08'52""",0,40160
27.0,DE BOD Stefan,AST,"09'13""",0,40160
28.0,OKAMIKA BENGOETXEA Ander,BBH,"09'34""",0,40160
29.0,HOLTER Aadne,UXT,"09'41""",0,40160
30.0,AMEZQUETA MORENO Julen,CJR,"09'45""",0,40160
31.0,JOALLAND Yaël,UNA,"10'17""",0,40160
1.0,PLUTO Martins,ABC,"4h08'51""",15,40170
2.0,DE VRIES Hartthijs,MET,,10,40170
3.0,WOOD Reece,RDW,,8,40170
4.0,TEUTENBERG Tim Torn,LPC,,7,40170
5.0,PAGE Charles,SPC,,6,40170
6.0,DHAEYE Enrico,MCT,,5,40170
7.0,HUPPERTZ Joshua,LKH,,4,40170
8.0,SCOTT Jacob,RDW,,3,40170
9.0,LOOHUIS Lars,ABC,,2,40170
10.0,DE LAAT Jasper,-,,1,40170
11.0,VAN SCHOOR Matthew,MCT,,0,40170
12.0,BAUER Dominik,LKH,,0,40170
13.0,VAN DE WEERDHOF Wouter,ALQ,,0,40170
14.0,VAN HERK Bram,-,,0,40170
15.0,MIJNSBERGEN Thomas,MET,,0,40170
16.0,WENZEL Mats,LPC,,0,40170
17.0,DROST Melvin,-,,0,40170
18.0,PATERSON Aden,ALQ,,0,40170
19.0,VAN EKEREN Niels,MET,"03""",0,40170
20.0,BETTLES Carter,ACA,"03""",0,40170
1.0,no result,-,,0,40222
1.0,PESENTI Thomas,BTC,"4h29'20""",15,40305
2.0,DE PRETTO Davide,ZEF,,10,40305
3.0,GAROSIO Andrea,BIE,,8,40305
4.0,DE CASSAN Davide,CTF,,7,40305
5.0,DOUBLE Paul,MGK,,6,40305
6.0,CASALLAS RINCON Yeisson Ferney,CTA,,5,40305
7.0,ARAYA Nahom Zeray,T4Q,,4,40305
8.0,MERIS Sergio,CPK,,3,40305
9.0,GALIMBERTI Lorenzo,BIE,"10""",2,40305
10.0,GALIMBERTI Francesco,BIE,"10""",1,40305
11.0,GARAVAGLIA Giacomo,IWM,"10""",0,40305
12.0,VILLA Giacomo,BIE,"10""",0,40305
13.0,MESSNER Martin,WSA,"10""",0,40305
14.0,PORTA Gabriele,-,"10""",0,40305
15.0,ABREHA Negasi Haylu,T4Q,"40""",0,40305
16.0,CANTONI Andrea,-,"50""",0,40305
17.0,RAVIELE Egidio Karim,CPK,"50""",0,40305
18.0,IACCHI Alessandro,T4Q,"50""",0,40305
19.0,CARRO Simone,-,"50""",0,40305
20.0,DE CARLO Giovanni,CAR,"50""",0,40305
1.0,VERZA Riccardo,ZEF,"2h51'21""",15,40306
2.0,QUARTUCCI Lorenzo,-,"02""",10,40306
3.0,DI FELICE Francesco,GAL,"02""",8,40306
4.0,ROCCHETTA Cristian,ZEF,"02""",7,40306
5.0,GAROSIO Andrea,BIE,"02""",6,40306
6.0,PALOMBA Marco,GEF,"01'09""",5,40306
7.0,DAPPORTO Davide,-,"01'09""",4,40306
8.0,BURATTI Nicolo,CTF,"01'09""",3,40306
9.0,BASEGGIO Matteo,-,"01'09""",2,40306
10.0,BAUCE Davide,GAL,"01'09""",1,40306
11.0,BURCHIO Federico,IWM,"01'09""",0,40306
12.0,DE PRETTO Davide,ZEF,"01'09""",0,40306
13.0,COLNAGHI Andrea,-,"01'09""",0,40306
14.0,PESENTI Thomas,BTC,"01'09""",0,40306
15.0,GRANGER Ben,-,"01'09""",0,40306
16.0,NENCINI Tommaso,-,"01'09""",0,40306
17.0,MOTTI Alessandro,CAR,"01'09""",0,40306
18.0,COATI Luca,T4Q,"01'09""",0,40306
19.0,GUZZO Federico,ZEF,"01'09""",0,40306
20.0,CORDIOLI Gianluca,-,"01'09""",0,40306
1.0,no result,-,,0,40307
1.0,TOUPALIK Adam,EKA,"4h33'57""",15,40308
2.0,KACZMAREK Jakub,MSP,"14""",10,40308
3.0,KASPAR Jan,ATT,"30""",8,40308
4.0,CIESLIK Pawel,VOS,"31""",7,40308
5.0,SCHURAN Michal,ATT,"34""",6,40308
6.0,STOCKWELL Oliver,CTF,"36""",5,40308
7.0,MURIAS Jakub,VOS,"37""",4,40308
8.0,BUDZINSKI Marcin,MSP,"47""",3,40308
9.0,SZOSTKA Pawel,SWT,"58""",2,40308
10.0,BUDZINSKI Tomasz,MSP,"01'11""",1,40308
11.0,BEN MOSHE Yuval,ICA,"01'15""",0,40308
12.0,PEKALA Piotr,SWT,"01'17""",0,40308
13.0,HEMING Mika,ATT,"01'20""",0,40308
14.0,FINKST Tilen,ADR,"01'25""",0,40308
15.0,HOPKINS Dylan,LGS,"01'43""",0,40308
16.0,OTRUBA Jakub,EKA,"01'47""",0,40308
17.0,WILLEMSEN Steven,-,"01'53""",0,40308
18.0,FIALA Petr,-,"02'09""",0,40308
19.0,KARL Adam,-,"02'17""",0,40308
20.0,SOWINSKI Artur,VOS,"02'38""",0,40308
1.0,VERMELTFOORT Coen,VWE,"3h32'52""",15,40309
2.0,BOSTOCK Matthew,RDW,,10,40309
3.0,MUDGWAY Luke,BEB,,8,40309
4.0,HOOGENDOORN Roy,-,,7,40309
5.0,GESSNER Jakob,LKH,,6,40309
6.0,DE VRIES Hartthijs,MET,,5,40309
7.0,MACIAS ESTRADA Cesar,STF,,4,40309
8.0,BROWN Jim,RDW,,3,40309
9.0,JOSEPH Thomas,MCT,,2,40309
10.0,SCOTT Jacob,RDW,,1,40309
11.0,BROEX Victor,MET,"03""",0,40309
12.0,VAN DER MEER Nick,VWE,"10""",0,40309
13.0,O'DONNELL Bailey,BEB,"10""",0,40309
14.0,KROONEN Max,VWE,"13""",0,40309
15.0,VERHEYEN Maarten,EVO,"27""",0,40309
16.0,WHITEHEAD Josh,RDW,"27""",0,40309
17.0,VERHOFSTADT Thibau,TIS,"27""",0,40309
18.0,VAN PRAET Robbe,MCT,"27""",0,40309
19.0,GODART Bo,XSU,"27""",0,40309
20.0,VANDEVELDE Yentl,MCT,"27""",0,40309
1.0,no result,-,,0,40310
1.0,BOGUSLAWSKI Marceli,MSP,"3h15'22""",15,40311
2.0,BARTA Tomas,ATT,,10,40311
3.0,EINHORN Itamar,IPT,,8,40311
4.0,WOLLENBERG Tim,SWT,,7,40311
5.0,PROC Bartlomiej,SWT,,6,40311
6.0,POTOCKI Viktor,LGS,,5,40311
7.0,BABOR Daniel,EKA,,4,40311
8.0,HOLEC Richard,SKC,,3,40311
9.0,SZOSTKA Pawel,SWT,,2,40311
10.0,MURIAS Jakub,VOS,,1,40311
11.0,MURN Bostjan,ADR,,0,40311
12.0,FOLTAN Adam,DKB,,0,40311
13.0,MACEK Matic,LGS,,0,40311
14.0,TOUPALIK Adam,EKA,,0,40311
15.0,BANASZEK Norbert,MSP,,0,40311
16.0,GRUBER Pavel,SKC,,0,40311
17.0,KACZMAREK Jakub,MSP,,0,40311
18.0,PATERSKI Maciej,VOS,,0,40311
19.0,BANASZEK Adrian,MSP,"42""",0,40311
20.0,HEMING Mika,ATT,"53""",0,40311
1.0,RICHARDSON Alexandar,SPC,"3h46'25""",15,40312
2.0,VEISTROFFER Baptiste,-,"19""",10,40312
3.0,DRANSART Maxime,-,"35""",8,40312
4.0,SISKEVICIUS Evaldas,GRL,"50""",7,40312
5.0,MACE Marius,-,"51""",6,40312
6.0,HILL Joe,-,"51""",5,40312
7.0,SAYERS Cooper,SPC,"51""",4,40312
8.0,GESNOUIN Killian,-,"51""",3,40312
9.0,CARDIS Romain,AUB,"51""",2,40312
10.0,JOT Hugo,-,"51""",1,40312
11.0,VANDERMEERSCH Emilien,-,"51""",0,40312
12.0,THEOT Killian,-,"51""",0,40312
13.0,BOHAL Victor,-,"51""",0,40312
14.0,VERSCHUREN Killian,-,"51""",0,40312
15.0,QUARTERMAN Charlie,-,"51""",0,40312
16.0,LE CUNFF Kévin,-,"51""",0,40312
17.0,LABBE Benjamin,-,"51""",0,40312
18.0,ARHIE Vincent,-,"51""",0,40312
19.0,AVOINE Kévin,-,"51""",0,40312
20.0,MORICHON Thomas,-,"51""",0,40312
1.0,no result,-,,0,40313
1.0,no result,-,,0,40316
1.0,MEIJERS Jeroen,TSG,"3h17'29""",15,39735
2.0,KONONENKO Mykhaylo,SBB,"56""",10,39735
3.0,PREVAR Oleksandr,STC,"57""",8,39735
4.0,BUDYAK Anatoliy,TSG,"01'14""",7,39735
5.0,TIRYAKI Oguzhan,STC,"01'31""",6,39735
6.0,RAKHIMBAEV Behzodbek,TCM,"02'33""",5,39735
7.0,REGUIGUI Youcef,TSG,"02'46""",4,39735
8.0,EYOB Metkel,TSG,"02'46""",3,39735
9.0,ASADOV Elchin,SBB,"04'03""",2,39735
10.0,SUNNATOV Akramjon,TCM,"04'06""",1,39735
11.0,DOGAN Halil Ibrahim,SBB,"05'12""",0,39735
12.0,ELLI Konstantin,TCM,"05'12""",0,39735
13.0,ÖZGÜR Batuhan,SBB,"05'12""",0,39735
14.0,ROSTOVTSEV Sergey,-,"06'58""",0,39735
15.0,ABAY Burak,STC,"06'58""",0,39735
16.0,KANAT Mehmet,-,"07'00""",0,39735
17.0,BUTS Vitaliy,SBB,"10'37""",0,39735
18.0,CELIKKAYA Suleyman,-,"14'40""",0,39735
19.0,YIGIT Tahir Bugra,STC,"14'48""",0,39735
20.0,HAMDAN Wan Abdul Rahman,TSG,"14'54""",0,39735
1.0,TOUPALIK Adam,EKA,"3h43'10""",15,40317
2.0,PESENTI Thomas,BTC,"15""",10,40317
3.0,PEAK Barnabas,IWG,"22""",8,40317
4.0,KUBIS Lukas,DKB,"26""",7,40317
5.0,HEMING Mika,ATT,"31""",6,40317
6.0,CAMRDA Karel,ATT,"32""",5,40317
7.0,KACZMAREK Jakub,MSP,"33""",4,40317
8.0,PEKALA Piotr,SWT,"34""",3,40317
9.0,CANECKY Marek,-,"36""",2,40317
10.0,CANEPA Francesco,-,"37""",1,40317
11.0,EICHINGER Daniel,HAC,"38""",0,40317
12.0,MURIAS Jakub,VOS,"39""",0,40317
13.0,BROZYNA Piotr,MSP,"40""",0,40317
14.0,JAKOUBEK Tomas,ATT,"41""",0,40317
15.0,OTRUBA Jakub,EKA,"43""",0,40317
16.0,LODERER Timon,HAC,"43""",0,40317
17.0,REHA Filip,EKA,"46""",0,40317
18.0,SCHURAN Michal,ATT,"47""",0,40317
19.0,TOUPALIK Jakub,EKA,"51""",0,40317
20.0,JOBBER James,KPT,"53""",0,40317
1.0,BUDYAK Anatoliy,TSG,"3h30'46""",15,39731
2.0,EYOB Metkel,TSG,"57""",10,39731
3.0,SUNNATOV Akramjon,TCM,"01'25""",8,39731
4.0,MEIJERS Jeroen,TSG,"02'32""",7,39731
5.0,KONONENKO Mykhaylo,SBB,"03'22""",6,39731
6.0,PREVAR Oleksandr,STC,"03'23""",5,39731
7.0,ELLI Konstantin,TCM,"04'09""",4,39731
8.0,ALAJMI Abdulhadi,KPT,"04'38""",3,39731
9.0,ABAY Burak,STC,"04'47""",2,39731
10.0,ASADOV Elchin,SBB,"06'27""",1,39731
11.0,TEKIN Mustafa,-,"06'35""",0,39731
12.0,DOGAN Halil Ibrahim,SBB,"07'38""",0,39731
13.0,KANAT Mehmet,-,"08'02""",0,39731
14.0,SAYAR Mustafa,SBB,"08'36""",0,39731
15.0,MARAL Ahmet,-,"08'50""",0,39731
16.0,RAKHIMBAEV Behzodbek,TCM,"10'09""",0,39731
17.0,BUTS Vitaliy,SBB,"10'17""",0,39731
18.0,YIGIT Tahir Bugra,STC,"10'43""",0,39731
19.0,ROSTOVTSEV Sergey,-,"10'44""",0,39731
20.0,UZUN Emir,-,"11'33""",0,39731
1.0,PERON Andrea,TNN,"3h33'45""",15,40318
2.0,BARTA Tomas,ATT,,10,40318
3.0,FINKST Tilen,ADR,,8,40318
4.0,DI FELICE Francesco,GAL,,7,40318
5.0,ROCCHETTA Cristian,ZEF,,6,40318
6.0,NEUMAN Dominik,EKA,,5,40318
7.0,DEBIASI Andrea,CTF,,4,40318
8.0,POTOCKI Viktor,LGS,,3,40318
9.0,BAUCE Davide,GAL,,2,40318
10.0,PICCOLO Simone,MGK,,1,40318
11.0,ENGELHARDT Felix,TIR,,0,40318
12.0,ZAMBELLI Samuele,IWM,,0,40318
13.0,BASEGGIO Matteo,-,,0,40318
14.0,TUREK Daniel,RSW,"04""",0,40318
15.0,HORVAT Ziga,HAC,"04""",0,40318
16.0,ZIHERL Luka,CTK,"04""",0,40318
17.0,DRINOVEC Matej,CTK,"04""",0,40318
18.0,REBELLIN Davide,IWM,"07""",0,40318
19.0,PUTZ Sebastian,URT,"07""",0,40318
20.0,HOSP Jonas,URT,"07""",0,40318
1.0,PESENTI Thomas,BTC,"3h40'40""",15,40319
2.0,TOUPALIK Adam,EKA,,10,40319
3.0,TOUPALIK Jakub,EKA,"46""",8,40319
4.0,STOCEK Matus,ATT,"46""",7,40319
5.0,BUDZINSKI Tomasz,MSP,"46""",6,40319
6.0,PEKALA Piotr,SWT,"01'18""",5,40319
7.0,KACZMAREK Jakub,MSP,"02'12""",4,40319
8.0,REHA Filip,EKA,"02'45""",3,40319
9.0,HEMING Mika,ATT,"03'16""",2,40319
10.0,KUBIS Lukas,DKB,"03'18""",1,40319
11.0,KASPAR Jan,ATT,"03'18""",0,40319
12.0,SOWINSKI Artur,VOS,"03'20""",0,40319
13.0,CIBRARIO Luca,BTC,"03'29""",0,40319
14.0,SCHURAN Michal,ATT,"03'37""",0,40319
15.0,REKITA Szymon,VOS,"04'13""",0,40319
16.0,JOBBER James,KPT,"04'13""",0,40319
17.0,CAMRDA Karel,ATT,"04'56""",0,40319
18.0,VOLTR Martin,-,"05'02""",0,40319
19.0,PETR Ondrej,SKC,"05'05""",0,40319
20.0,TUKA Samuel,DKB,"05'11""",0,40319
1.0,PITHIE Laurence,CGF,"3h53'51""",15,40320
2.0,ÄRM Rait,CGF,"05""",10,40320
3.0,VAN NIEKERK Morne,AUB,"13""",8,40320
4.0,VERMEULEN Emiel,GRL,"22""",7,40320
5.0,DANES Léo,UNA,"22""",6,40320
6.0,GUILLON Célestin,-,"29""",5,40320
7.0,MARIS Elias,LPC,"44""",4,40320
8.0,DEBRUYNE Ramses,-,"44""",3,40320
9.0,VANHOOF Ward,SVB,"44""",2,40320
10.0,DEBEAUMARCHE Nicolas,AUB,"44""",1,40320
11.0,VOGEL Stephen,-,"44""",0,40320
12.0,APERS Ruben,SVB,"55""",0,40320
13.0,SCALA Jr Hugo,-,"57""",0,40320
14.0,WOLF Justin,LPC,"01'01""",0,40320
15.0,HEIDERSCHEID Colin,LPC,"01'18""",0,40320
16.0,LEVEAU Jérémy,GRL,"01'18""",0,40320
17.0,MORIN Emmanuel,UNA,"01'18""",0,40320
18.0,LABBE Benjamin,-,"01'18""",0,40320
19.0,DAUSCHY Guillaume,PTU,"01'18""",0,40320
20.0,AVOINE Kévin,-,"01'18""",0,40320
1.0,YATES Simon,BEX,"3h52'51""",80,40321
2.0,SMITH Dion,BEX,"10""",48,40321
3.0,CAÑELLAS SANCHEZ Xavier,JAV,"10""",40,40321
4.0,AYUSO PESQUERA Juan,UAD,"10""",36,40321
5.0,BATTISTELLA Samuele,AST,"10""",32,40321
6.0,PEDRERO LOPEZ Antonio,MOV,"10""",28,40321
7.0,PICCOLO Andrea,DRA,"10""",24,40321
8.0,BARCELO ARAGON Fernando,CJR,"10""",20,40321
9.0,GESBERT Elie,ARK,"10""",16,40321
10.0,DELAPLACE Anthony,ARK,"10""",12,40321
11.0,FEDELI Alessandro,EOK,"10""",10,40321
12.0,BOL Jetse,BBH,"10""",9,40321
13.0,NICOLAU BELTRAN Joel,CJR,"10""",8,40321
14.0,UMBA LOPEZ Abner Santiago,DRA,"10""",7,40321
15.0,CHAVES RUBIO Jhoan Esteban,EFE,"10""",6,40321
16.0,POLANC Jan,UAD,"10""",5,40321
