rank,rider,team,time,cq_points,race_id
26.0,HIRSCHI Marc,UAD,"01'46""",5,39697
27.0,DEVRIENDT Tom,IWG,"01'46""",5,39697
28.0,DELETTRE Alexandre,COF,"01'46""",5,39697
29.0,BONNAMOUR Franck,BBK,"01'46""",5,39697
30.0,GREGAARD WILSLY Jonas,UXT,"01'46""",5,39697
31.0,OLDANI Stefano,ADC,"01'46""",0,39697
1.0,HERRADA LOPEZ Jesus,COF,"4h25'55""",80,40114
2.0,LAFAY Victor,COF,"05""",48,40114
3.0,VUILLERMOZ Alexis,TEN,"05""",40,40114
4.0,CRAS Steff,LTS,"05""",36,40114
5.0,GESBERT Elie,ARK,"07""",32,40114
6.0,O'CONNOR Ben,ACT,"07""",28,40114
7.0,CHAMPOUSSIN Clément,ACT,"07""",24,40114
8.0,MONIQUET Sylvain,LTS,"07""",20,40114
9.0,MOLARD Rudy,GFC,"12""",16,40114
10.0,BADILATTI Matteo,GFC,"13""",12,40114
11.0,DELBOVE Joris,AUB,"31""",10,40114
12.0,BERTHET Clément,ACT,"53""",9,40114
13.0,ROLLAND Pierre,BBK,"53""",8,40114
14.0,PINOT Thibaut,GFC,"54""",7,40114
15.0,ERIKSSON Lucas,RIW,"54""",6,40114
16.0,ROCHAS Rémy,COF,"59""",5,40114
17.0,PARET-PEINTRE Aurélien,ACT,"01'15""",5,40114
18.0,BREGNHØJ Mathias,RIW,"01'20""",5,40114
19.0,WIRTGEN Luc,BWB,"01'22""",5,40114
20.0,MARIAULT Axel,UNA,"01'25""",5,40114
21.0,BOL Jetse,BBH,"01'25""",0,40114
22.0,RIES Michel,ARK,"01'25""",0,40114
23.0,RODRIGUEZ MARTIN Cristian,TEN,"01'28""",0,40114
24.0,COBO CAYON Ivan,EKP,"01'47""",0,40114
25.0,GENIETS Kévin,GFC,"01'51""",0,40114
26.0,JOUSSEAUME Alan,TEN,"02'03""",0,40114
27.0,CABOT Jérémy,TEN,"02'19""",0,40114
28.0,VERSCHAEVE Viktor,LTS,"02'27""",0,40114
29.0,DELAPLACE Anthony,ARK,"02'47""",0,40114
30.0,BONNEU Kamiel,SVB,"03'03""",0,40114
31.0,CALMEJANE Lilian,ACT,"03'26""",0,40114
1.0,O'CONNOR Ben,ACT,"4h03'31""",80,39699
2.0,HERRADA LOPEZ Jesus,COF,,48,39699
3.0,ZINGLE Axel,COF,"19""",40,39699
4.0,SIMON Julien,TEN,"22""",36,39699
5.0,GODON Dorian,ACT,"24""",32,39699
6.0,GESBERT Elie,ARK,"27""",28,39699
7.0,CALMEJANE Lilian,ACT,"27""",24,39699
8.0,PETERS Nans,ACT,"30""",20,39699
9.0,MOLARD Rudy,GFC,"34""",16,39699
10.0,CHAMPOUSSIN Clément,ACT,"34""",12,39699
11.0,BREGNHØJ Mathias,RIW,"37""",10,39699
12.0,GENIETS Kévin,GFC,"44""",9,39699
13.0,DOUBEY Fabien,TEN,"52""",8,39699
14.0,JOUSSEAUME Alan,TEN,"57""",7,39699
15.0,ROCHAS Rémy,COF,"01'16""",6,39699
16.0,HIVERT Jonathan,BBK,"01'24""",5,39699
17.0,MERTZ Rémy,BWB,"01'24""",5,39699
18.0,GRELLIER Fabien,TEN,"01'34""",5,39699
19.0,MIFSUD Andréa,NMC,"01'42""",5,39699
20.0,BERTHET Clément,ACT,"01'59""",5,39699
21.0,FERRON Valentin,TEN,"02'39""",0,39699
22.0,MARIAULT Axel,UNA,"03'32""",0,39699
23.0,OURSELIN Paul,TEN,"04'54""",0,39699
24.0,CABOT Jérémy,TEN,"04'54""",0,39699
25.0,LAFAY Victor,COF,"04'54""",0,39699
26.0,HERREGODTS Rune,SVB,"05'49""",0,39699
27.0,VERSCHAEVE Viktor,LTS,"05'49""",0,39699
28.0,BOUET Maxime,ARK,"05'49""",0,39699
29.0,MADRAZO RUIZ Angel,BBH,"05'49""",0,39699
30.0,LEVEAU Jérémy,GRL,"05'49""",0,39699
31.0,MOLLY Kenny,BWB,"05'49""",0,39699
1.0,REINDERS Elmar,RIW,"4h16'00""",15,39700
2.0,ZIJLAARD Maikel,VWE,,10,39700
3.0,MØRCH KONGSTAD Tobias,GSH,,8,39700
4.0,WALLIN Rasmus Bøgh,GSH,"03""",7,39700
5.0,VAN SINTMAARTENSDIJK Daan,VWE,"03""",6,39700
6.0,TOWNSEND Rory,RDW,"03""",5,39700
7.0,KLARIS Magnus Bak,GSH,"07""",4,39700
8.0,LARSEN Mathias Alexander,GSH,"57""",3,39700
9.0,BUDDING Martijn,RIW,"01'30""",2,39700
10.0,RASCH Jesper,ABC,"01'30""",1,39700
11.0,BOSTOCK Matthew,RDW,"01'30""",0,39700
12.0,BROWN Jim,RDW,"01'30""",0,39700
13.0,SALBY Alexander,RIW,"01'30""",0,39700
14.0,SEXTON Tom,BEB,"01'30""",0,39700
15.0,BIERKENS Tim,ALQ,"01'30""",0,39700
16.0,DE POORTER Maxime,TIS,"01'30""",0,39700
17.0,HOHMANN Lars,MET,"01'30""",0,39700
18.0,VAN SINTMAARTENSDIJK Roel,VWE,"01'30""",0,39700
19.0,KONINGS Roan,MET,"01'30""",0,39700
20.0,LEMMENS Sander,TIS,"01'30""",0,39700
1.0,VAN BAARLE Dylan,IGD,"5h37'00""",280,39702
2.0,VAN AERT Wout,TJV,"01'47""",170,39702
3.0,KÜNG Stefan,GFC,"01'47""",145,39702
4.0,DEVRIENDT Tom,IWG,"01'47""",125,39702
5.0,MOHORIC Matej,TBV,"01'47""",112,39702
6.0,PETIT Adrien,IWG,"02'27""",100,39702
7.0,STUYVEN Jasper,TFS,"02'27""",90,39702
8.0,PICHON Laurent,ARK,"02'27""",80,39702
9.0,VAN DER POEL Mathieu,ADC,"02'34""",70,39702
10.0,LAMPAERT Yves,QST,"02'59""",62,39702
11.0,TURNER Benjamin,IGD,"04'30""",54,39702
12.0,KRISTOFF Alexander,IWG,"04'33""",46,39702
13.0,SENECHAL Florian,QST,"04'36""",42,39702
14.0,MEEUS Jordi,BOH,"04'47""",38,39702
15.0,LOUVEL Matis,ARK,"04'47""",34,39702
16.0,VAN DER HOORN Taco,IWG,"04'47""",32,39702
17.0,VAN AVERMAET Greg,ACT,"04'47""",30,39702
18.0,DEGENKOLB John,DSM,"04'47""",28,39702
19.0,PASQUALON Andrea,IWG,"04'47""",26,39702
20.0,TEUNISSEN Mike,TJV,"04'47""",24,39702
21.0,BISSEGGER Stefan,EFE,"04'47""",22,39702
22.0,POLITT Nils,BOH,"04'47""",20,39702
23.0,PLANCKAERT Baptiste,IWG,"04'47""",18,39702
24.0,VAN GESTEL Dries,TEN,"04'47""",16,39702
25.0,GARCIA CORTINA Ivan,MOV,"04'47""",14,39702
26.0,VAN KEIRSBULCK Guillaume,ADC,"04'47""",12,39702
27.0,SKAARSETH Anders,UXT,"04'47""",10,39702
28.0,LE GAC Olivier,GFC,"04'47""",8,39702
29.0,NORSGAARD JØRGENSEN Mathias,MOV,"04'47""",7,39702
30.0,GILBERT Philippe,LTS,"04'47""",6,39702
31.0,SWIFT Connor,ARK,"04'47""",5,39702
1.0,TEUNS Dylan,TBV,"4h42'12""",220,39705
2.0,VALVERDE BELMONTE Alejandro,MOV,"02""",132,39705
3.0,VLASOV Aleksandr,BOH,"02""",112,39705
4.0,ALAPHILIPPE Julian,QST,"05""",96,39705
5.0,MARTINEZ POVEDA Daniel Felipe,IGD,"07""",86,39705
6.0,WOODS Michael,IPT,"07""",76,39705
7.0,GUERREIRO Ruben Antonio Almeida,EFE,"07""",66,39705
8.0,MOLARD Rudy,GFC,"07""",58,39705
9.0,BARGUIL Warren,ARK,"07""",52,39705
10.0,VUILLERMOZ Alexis,TEN,"07""",46,39705
11.0,BENOOT Tiesj,TJV,"07""",40,39705
12.0,POGACAR Tadej,UAD,"07""",35,39705
13.0,COSNEFROY Benoît,ACT,"07""",30,39705
14.0,SCHULTZ Nicholas,BEX,"07""",27,39705
15.0,POZZOVIVO Domenico,IWG,"07""",24,39705
16.0,HERRADA LOPEZ Jesus,COF,"15""",21,39705
17.0,PACHER Quentin,GFC,"17""",19,39705
18.0,SKJELMOSE JENSEN Mattias,TFS,"21""",18,39705
19.0,POWLESS Neilson,EFE,"24""",17,39705
20.0,JOHANNESSEN Tobias Halland,UXT,"24""",16,39705
21.0,MOLLEMA Bauke,TFS,"24""",15,39705
22.0,LAFAY Victor,COF,"24""",14,39705
23.0,WELLENS Tim,LTS,"24""",13,39705
24.0,EIKING Odd Christian,EFE,"24""",12,39705
25.0,POELS Wout,TBV,"24""",11,39705
26.0,HINDLEY Jai,BOH,"24""",10,39705
27.0,BONNEU Kamiel,SVB,"24""",9,39705
28.0,MONIQUET Sylvain,LTS,"24""",8,39705
29.0,ULISSI Diego,UAD,"24""",7,39705
30.0,REICHENBACH Sébastien,GFC,"24""",6,39705
31.0,ZEITS Andrey,AST,"24""",5,39705
1.0,CROCKETT Finn,RWC,"4h37'40""",15,39706
2.0,KOPECKY Tomas,ABC,,10,39706
3.0,SCOTT Jacob,RDW,,8,39706
4.0,BALFOUR Stuart,RWC,"03""",7,39706
5.0,WALKER Max,TRI,"08""",6,39706
6.0,SCHUERMANS Jens,BCY,"10""",5,39706
7.0,ROOTKIN-GRAY Jack,-,"01'23""",4,39706
8.0,BIRCHILL Harry,-,"01'23""",3,39706
9.0,DONALDSON Robert,-,"02'03""",2,39706
10.0,BOUTS Jordy,BCY,"02'55""",1,39706
11.0,MILTIADIS Andreas,JAV,"02'55""",0,39706
12.0,BOSTOCK Matthew,RDW,"03'51""",0,39706
13.0,MACLEOD Callum,ABC,"03'51""",0,39706
14.0,WOOD Reece,RDW,"03'51""",0,39706
15.0,CROOK Jack,-,"04'44""",0,39706
16.0,JENKINS James,-,"04'46""",0,39706
17.0,GRANGER Ben,-,"05'05""",0,39706
18.0,VOOGT Niek,-,"05'20""",0,39706
19.0,MAZZONE Leon,SPC,"05'20""",0,39706
20.0,WOOD George,-,"05'26""",0,39706
1.0,EVENEPOEL Remco,QST,"6h12'38""",280,39708
2.0,HERMANS Quinten,IWG,"48""",170,39708
3.0,VAN AERT Wout,TJV,"48""",145,39708
4.0,MARTINEZ POVEDA Daniel Felipe,IGD,"48""",125,39708
5.0,HIGUITA GARCIA Sergio Andres,BOH,"48""",112,39708
6.0,TEUNS Dylan,TBV,"48""",100,39708
7.0,VALVERDE BELMONTE Alejandro,MOV,"48""",90,39708
8.0,POWLESS Neilson,EFE,"48""",80,39708
9.0,HIRSCHI Marc,UAD,"48""",70,39708
10.0,WOODS Michael,IPT,"48""",62,39708
11.0,HAIG Jack,TBV,"48""",54,39708
12.0,MAS NICOLAU Enric,MOV,"48""",46,39708
13.0,FUGLSANG Jakob,IPT,"48""",42,39708
14.0,VLASOV Aleksandr,BOH,"52""",38,39708
15.0,BARGUIL Warren,ARK,"01'36""",34,39708
16.0,ARMIRAIL Bruno,GFC,"01'36""",32,39708
17.0,STANNARD Robert,ADC,"02'30""",30,39708
18.0,MOLARD Rudy,GFC,"02'30""",28,39708
19.0,MEURISSE Xandro,ADC,"02'30""",26,39708
20.0,PACHER Quentin,GFC,"02'30""",24,39708
21.0,VUILLERMOZ Alexis,TEN,"02'30""",22,39708
22.0,ULISSI Diego,UAD,"02'30""",20,39708
23.0,VANSEVENANT Mauri,QST,"02'30""",18,39708
24.0,COSNEFROY Benoît,ACT,"02'30""",16,39708
25.0,ANDERSEN Søren Kragh,DSM,"02'30""",14,39708
26.0,POZZOVIVO Domenico,IWG,"02'30""",12,39708
27.0,IZAGIRRE INSAUSTI Ion,COF,"02'30""",10,39708
28.0,GREGAARD WILSLY Jonas,UXT,"02'30""",8,39708
29.0,MOLLEMA Bauke,TFS,"02'30""",7,39708
30.0,NIBALI Vincenzo,AST,"02'30""",6,39708
31.0,MONIQUET Sylvain,LTS,"02'30""",5,39708
1.0,BOGUSLAWSKI Marceli,MSP,"2h57'47""",15,39710
2.0,STOSZ Patryk,VOS,"02""",10,39710
3.0,NOLDE Tobias,PUS,"02""",8,39710
4.0,BARTA Tomas,ATT,"02""",7,39710
5.0,TENE Rotem,ICA,"02""",6,39710
6.0,TOUPALIK Jakub,EKA,"02""",5,39710
7.0,LINDNER Tom,PUS,"02""",4,39710
8.0,MURIAS Jakub,VOS,"02""",3,39710
9.0,EINHORN Itamar,IPT,"02""",2,39710
10.0,MIKKELSEN Pelle Køster,-,"02""",1,39710
11.0,HOLEC Richard,SKC,"02""",0,39710
12.0,LASINIS Venantas,KCC,"02""",0,39710
13.0,BABOR Daniel,EKA,"02""",0,39710
14.0,SZOSTKA Pawel,SWT,"02""",0,39710
15.0,HESSEL Kristian,-,"02""",0,39710
16.0,KARL Adam,-,"02""",0,39710
17.0,SLAWEK Damian,-,"10""",0,39710
18.0,MALKIEWICZ Bartosz,-,"10""",0,39710
19.0,REHA Filip,EKA,"10""",0,39710
20.0,SOLYMOSI Marton,-,"10""",0,39710
1.0,VERMELTFOORT Coen,VWE,"3h53'08""",15,39711
2.0,KOPECKY Tomas,ABC,,10,39711
3.0,HANSEN Marcus Sander,UDT,,8,39711
4.0,BLOEM Joren,ABC,,7,39711
5.0,DE VRIES Hartthijs,MET,,6,39711
6.0,OTTEMA Rick,MET,,5,39711
7.0,DONALDSON Robert,-,,4,39711
8.0,MCDUNPHY Conn,EVO,,3,39711
9.0,SCHOUTEN Jasper,ALQ,,2,39711
10.0,VAN SINTMAARTENSDIJK Daan,VWE,"08""",1,39711
11.0,VAN DER TUUK Axel,MET,"22""",0,39711
12.0,EEFTING Roy,ALQ,"22""",0,39711
13.0,EDVARDSEN-FREDHEIM Stian,UDT,"22""",0,39711
14.0,VAN EKEREN Niels,MET,"22""",0,39711
15.0,VERHEYEN Maarten,EVO,"22""",0,39711
16.0,RASCH Jesper,ABC,"22""",0,39711
17.0,VAN DER MEER Nick,VWE,"22""",0,39711
18.0,HANSEN Tobias Aagaard,UDT,"22""",0,39711
19.0,BIRRELL Ross,-,"22""",0,39711
20.0,WEISS Dominik,SVL,"22""",0,39711
1.0,EINHORN Itamar,IPT,"3h43'33""",15,39712
2.0,BOGUSLAWSKI Marceli,MSP,,10,39712
3.0,BABOR Daniel,EKA,,8,39712
4.0,ASCHENBRENNER Michel,PUS,,7,39712
5.0,RUDYK Bartosz,SWT,,6,39712
6.0,ØRITSLAND Mikkel,-,,5,39712
7.0,STOSZ Patryk,VOS,,4,39712
8.0,KARL Adam,-,,3,39712
9.0,HOLEC Richard,SKC,,2,39712
10.0,LINDNER Tom,PUS,,1,39712
11.0,PROC Bartlomiej,SWT,,0,39712
12.0,JELINEK Marek,SKC,,0,39712
13.0,SZOSTKA Pawel,SWT,,0,39712
14.0,JANUSKEVICIUS Mantas,KCC,,0,39712
15.0,SLAWEK Damian,-,,0,39712
16.0,GRUBER Pavel,SKC,,0,39712
17.0,KOTULSKI Przemyslaw,-,,0,39712
18.0,TENE Rotem,ICA,,0,39712
19.0,SOSZKA Jakub,-,,0,39712
20.0,ROZSA Balazs,-,,0,39712
1.0,BENNETT Sam,BOH,"4h27'52""",180,39714
2.0,GAVIRIA RENDON Fernando,UAD,,108,39714
3.0,KRISTOFF Alexander,IWG,,92,39714
4.0,BAUHAUS Phil,TBV,,78,39714
5.0,VAN POPPEL Danny,BOH,,70,39714
6.0,THEUNS Edward,TFS,,62,39714
7.0,DE LIE Arnaud,LTS,,54,39714
8.0,CONSONNI Simone,COF,,46,39714
9.0,ALLEGAERT Piet,COF,,40,39714
10.0,MANZIN Lorrenzo,TEN,,36,39714
11.0,PHILIPSEN Jasper,ADC,,30,39714
12.0,WARLOP Jordi,BBK,,27,39714
13.0,GALLOPIN Tony,TFS,,24,39714
14.0,DUJARDIN Sandy,TEN,,22,39714
15.0,VAN DEN BERG Marijn,EFE,,20,39714
16.0,MCLAY Daniel,ARK,,18,39714
17.0,VENDRAME Andrea,ACT,,16,39714
18.0,NIZZOLO Giacomo,IPT,,14,39714
19.0,HERREGODTS Rune,SVB,,12,39714
20.0,DOUBEY Fabien,TEN,,11,39714
21.0,JANSE VAN RENSBURG Reinardt,LTS,,10,39714
22.0,DEGENKOLB John,DSM,,9,39714
23.0,BERCKMOES Jenno,SVB,,8,39714
24.0,SCHÖNBERGER Sebastian,BBK,,7,39714
25.0,SBARAGLI Kristian,ADC,,6,39714
26.0,BOL Jetse,BBH,,5,39714
27.0,RUTSCH Jonas,EFE,,5,39714
28.0,GAUTIER Cyril,BBK,,5,39714
29.0,PICHON Laurent,ARK,,5,39714
30.0,BLOUWE Louis,BWB,,5,39714
31.0,DELAPLACE Anthony,ARK,,5,39714
1.0,PERSICO Davide,CPK,"3h50'08""",15,39716
2.0,PINAZZI Mattia,-,,10,39716
3.0,FIASCHI Matteo,-,,8,39716
4.0,BIANCALANI Andrea,BTC,,7,39716
5.0,FORTIN Filippo,PBS,,6,39716
6.0,DE LISI Nicolo,-,,5,39716
7.0,BONALDO Kevin,T4Q,,4,39716
8.0,STEDMAN Travis,T4Q,,3,39716
9.0,DIGNANI Filippo,IWM,,2,39716
10.0,ROCCHETTA Cristian,ZEF,,1,39716
11.0,DI FELICE Francesco,GAL,,0,39716
12.0,BURCHIO Federico,IWM,,0,39716
13.0,PESENTI Thomas,BTC,,0,39716
14.0,ZOBRIST Manuel,COR,,0,39716
15.0,MENEGALE Elia,-,,0,39716
16.0,EPIS Giosué,CAR,,0,39716
17.0,GOMEZ JARAMILLO Nicolas David,CPK,,0,39716
18.0,DELLA LUNGA Francesco,CPK,,0,39716
19.0,PONGILUPPI Matteo,GAL,,0,39716
20.0,MORO Manlio,ZEF,,0,39716
1.0,TJØTTA Martin,-,"4h11'03""",15,39717
2.0,SVESTAD-BAARDSENG Embret,TCO,,10,39717
3.0,BREGNHØJ Mathias,RIW,,8,39717
4.0,HOLSTAD Ludvik Aspelund,-,"14""",7,39717
5.0,DALBY Simon,UDT,"16""",6,39717
6.0,TOFT MADSEN Martin,BPC,"18""",5,39717
7.0,STOKBRO Andreas Nielsen,TCO,"18""",4,39717
8.0,FJELLHEIM Henrik Teslo,-,"27""",3,39717
9.0,SOTBERG Andre,Y4M,"27""",2,39717
10.0,SKIVILD Robin Juel,UDT,"27""",1,39717
11.0,KLARIS Magnus Bak,GSH,"31""",0,39717
12.0,FLØTTEN Øyvind Brekke,-,"44""",0,39717
13.0,SCHULTZ Jesper,TCQ,"57""",0,39717
14.0,KLEVGAARD Kristian,-,"01'11""",0,39717
15.0,ANTONIU Alexandru-Ionut,-,"01'11""",0,39717
16.0,NORDHAGEN Truls,-,"01'11""",0,39717
17.0,ERIKSSON Jacob,RIW,"01'11""",0,39717
18.0,LOCK Dennis,-,"01'25""",0,39717
19.0,SKJELBRED Aleksander Andersen,-,"01'25""",0,39717
20.0,LASINIS Venantas,KCC,"01'28""",0,39717
1.0,VERMELTFOORT Coen,VWE,"4h27'57""",15,39718
2.0,SCOTT Cameron,ACA,,10,39718
3.0,BLOEM Joren,ABC,,8,39718
4.0,DE VRIES Hartthijs,MET,,7,39718
5.0,BITTNER Pavel,DDS,,6,39718
6.0,RASCH Jesper,ABC,,5,39718
7.0,MUSEEUW Stefano,MCT,,4,39718
8.0,TEUTENBERG Tim Torn,LPC,,3,39718
9.0,PETRUS Jiri,ATT,,2,39718
10.0,D'HEYGERE Gil,MCT,,1,39718
11.0,MUDGWAY Luke,BEB,,0,39718
12.0,STOCEK Matus,ATT,,0,39718
13.0,HAVIK Yoeri,BCY,,0,39718
14.0,JOHANNINK Jelle,-,,0,39718
15.0,SCHULTEN Chiel,-,,0,39718
16.0,VERCAUTEREN Maxime,-,,0,39718
17.0,WILLEMS Thimo,MCT,,0,39718
18.0,HOPPEZAK Vincent,BCY,,0,39718
19.0,HODAPP Johannes,LPC,,0,39718
20.0,MOBACH Jarno,LPC,,0,39718
1.0,GREGOIRE Romain,CGF,"4h24'30""",15,39719
2.0,VAN EETVELT Lennert,-,"01""",10,39719
3.0,GLOAG Thomas,TRI,"01""",8,39719
4.0,GERMANI Lorenzo,CGF,"51""",7,39719
5.0,CLYNHENS Toon,EHS,"51""",6,39719
6.0,KLUCKERS Arthur,LPC,"51""",5,39719
7.0,CHRETIEN Charles-Etienne,PTU,"51""",4,39719
8.0,YEMANE Dawit Tsegay,BAI,"51""",3,39719
9.0,VIDTS Obie,EHS,"51""",2,39719
10.0,REINDERINK Pepijn,DDS,"51""",1,39719
11.0,RYAN Archie,JVD,"51""",0,39719
12.0,WILKSCH Hannes,DDS,"01'00""",0,39719
13.0,THOMPSON Reuben,CGF,"01'00""",0,39719
14.0,MARIS Elias,LPC,"01'14""",0,39719
15.0,STAUNE-MITTET Johannes,JVD,"01'16""",0,39719
16.0,GELDERS Gil,WBD,"01'27""",0,39719
17.0,LECERF William Junior,-,"01'35""",0,39719
18.0,HODAPP Johannes,LPC,"01'35""",0,39719
19.0,ONLEY Oscar,DDS,"01'35""",0,39719
20.0,DE VRIES Hartthijs,MET,"01'35""",0,39719
1.0,LØLAND Sakarias Koller,UDT,"4h03'00""",15,39720
2.0,STOKBRO Andreas Nielsen,TCO,,10,39720
3.0,HOLSTAD Ludvik Aspelund,-,,8,39720
4.0,EDVARDSEN-FREDHEIM Stian,UDT,,7,39720
5.0,KRISTENSEN Mads Østergaard,TCQ,,6,39720
6.0,NØRTOFT Morten Aalling,RIW,,5,39720
7.0,KLARIS Magnus Bak,GSH,,4,39720
8.0,KNUDSEN Oliver,GSH,,3,39720
9.0,BREGNHØJ Mathias,RIW,,2,39720
10.0,PEDERSEN Rasmus Søjberg,BPC,,1,39720
11.0,FJELLHEIM Henrik Teslo,-,,0,39720
12.0,SKJELBRED Aleksander Andersen,-,,0,39720
13.0,FLØTTEN Øyvind Brekke,-,,0,39720
14.0,TJØTTA Martin,-,,0,39720
15.0,ERIKSSON Jacob,RIW,,0,39720
16.0,SOTBERG Andre,Y4M,,0,39720
17.0,SVESTAD-BAARDSENG Embret,TCO,"05""",0,39720
18.0,LARSEN Mathias Alexander,GSH,"45""",0,39720
19.0,LINDQUIST Christian Ingeman,GSH,"45""",0,39720
20.0,KLEVGAARD Kristian,-,"45""",0,39720
1.0,SIMON Julien,TEN,"4h24'58""",130,39722
2.0,KRISTOFF Alexander,IWG,,78,39722
3.0,STEWART Jake,GFC,,66,39722
4.0,CAPIOT Amaury,ARK,,58,39722
5.0,MOZZATO Luca,BBK,,52,39722
6.0,FINE Eddy,COF,,46,39722
7.0,VENTURINI Clément,ACT,,40,39722
8.0,MAURELET Flavien,AUB,,34,39722
9.0,VERMEERSCH Florian,LTS,,28,39722
10.0,LASTRA MARTINEZ Jonathan,CJR,,24,39722
11.0,KRON Andreas Lorentz,LTS,,20,39722
12.0,LAWLESS Christopher,TEN,,18,39722
13.0,FISHER-BLACK Finn,UAD,,16,39722
14.0,GALVAN FERNANDEZ Francisco,EKP,,14,39722
15.0,BONIFAZIO Niccolo,TEN,,12,39722
16.0,CANAL BLANCO Carlos,EUS,,10,39722
17.0,RENARD Alexis,COF,,9,39722
18.0,MIQUEL DELGADO Pau,EKP,,8,39722
19.0,DELACROIX Tristan,NMC,"09""",7,39722
20.0,BARCELO ARAGON Fernando,CJR,"11""",6,39722
21.0,DUJARDIN Sandy,TEN,"11""",5,39722
22.0,YEMANE Dawit Tsegay,BAI,"11""",5,39722
23.0,IRIBAR JAUREGI Unai,EUS,"13""",5,39722
24.0,TOUMIRE Hugo,COF,"15""",5,39722
25.0,COUANON Jonathan,NMC,"15""",5,39722
26.0,MORIN Emmanuel,UNA,"15""",5,39722
27.0,ANDERSEN Idar,UXT,"15""",5,39722
28.0,MARIAULT Axel,UNA,"19""",5,39722
29.0,TOUZE Damien,ACT,"19""",5,39722
30.0,GAUTIER Cyril,BBK,"21""",5,39722
31.0,BESSON Kévin,NMC,"25""",0,39722
1.0,HOFSTETTER Hugo,ARK,"5h07'15""",130,39723
2.0,MOZZATO Luca,BBK,,78,39723
3.0,SWIFT Connor,ARK,"09""",66,39723
4.0,DE LIE Arnaud,LTS,"30""",58,39723
5.0,WATSON Samuel,GFC,"30""",52,39723
6.0,LOUVEL Matis,ARK,"30""",46,39723
7.0,PICHON Laurent,ARK,"30""",40,39723
8.0,VAN NIEKERK Morne,AUB,"30""",34,39723
9.0,DEWULF Stan,ACT,"30""",28,39723
10.0,LADAGNOUS Matthieu,GFC,"33""",24,39723
11.0,BEULLENS Cédric,LTS,"35""",20,39723
12.0,KRON Andreas Lorentz,LTS,"01'12""",18,39723
13.0,VERMEERSCH Florian,LTS,"01'16""",16,39723
14.0,DELBOVE Joris,AUB,"01'35""",14,39723
15.0,PLANCKAERT Baptiste,IWG,"02'04""",12,39723
16.0,CLAEYS Dimitri,IWG,"02'04""",10,39723
17.0,ALLEGAERT Piet,COF,"03'06""",9,39723
18.0,FINE Eddy,COF,"03'06""",8,39723
19.0,SISKEVICIUS Evaldas,GRL,"03'06""",7,39723
20.0,VENTURINI Clément,ACT,"03'07""",6,39723
21.0,RUSSO Clément,ARK,"03'09""",5,39723
22.0,CAPIOT Amaury,ARK,"03'21""",5,39723
23.0,WALSCHEID Maximilian,COF,"03'21""",5,39723
24.0,MENTEN Milan,BWB,"03'21""",5,39723
25.0,DAUSCHY Guillaume,PTU,"03'21""",5,39723
26.0,RESELL Erik Nordsaeter,UXT,"03'21""",5,39723
27.0,LEVEAU Jérémy,GRL,"03'21""",5,39723
28.0,TERPSTRA Niki,TEN,"03'21""",5,39723
29.0,COUANON Jonathan,NMC,"03'21""",5,39723
30.0,MOLLY Kenny,BWB,"03'21""",5,39723
31.0,GUEGAN Maël,UNA,"03'21""",0,39723
1.0,STOKBRO Andreas Nielsen,TCO,"4h14'13""",15,39725
2.0,RAHBEK Mads Baadsgaard,BPC,,10,39725
3.0,PEDERSEN Mads,TFS,,8,39725
4.0,REINDERS Elmar,RIW,,7,39725
5.0,MUFF Frederik,TCQ,,6,39725
6.0,LARSEN Mathias Alexander,GSH,,5,39725
7.0,KOLZE CHANGIZI Sebastian,TCQ,,4,39725
8.0,HEMING Mika,ATT,,3,39725
9.0,PEDERSEN Nicklas Overgaard Amdi,-,,2,39725
10.0,BLUME LEVY William,UXT,,1,39725
11.0,WALLIN Rasmus Bøgh,GSH,"08""",0,39725
12.0,KLEVGAARD Kristian,-,"08""",0,39725
13.0,NORSGAARD JØRGENSEN Mathias,MOV,"08""",0,39725
14.0,PRICE-PEJTERSEN Johan,TBV,"11""",0,39725
15.0,CHARMIG Anthon,UXT,"11""",0,39725
16.0,STOCEK Matus,ATT,"01'02""",0,39725
17.0,ALBRECHTSEN Christian Gorm,-,"01'05""",0,39725
18.0,KLEBAN Nick,TSL,"01'05""",0,39725
19.0,BLOEM Joren,ABC,"01'05""",0,39725
20.0,KLABOUCH Petr,ATT,"01'10""",0,39725
1.0,GROENEWEGEN Dylan,BEX,"4h32'40""",80,39726
2.0,THIJSSEN Gerben,IWG,,48,39726
3.0,DE LIE Arnaud,LTS,,40,39726
4.0,MARECZKO Jakub,ADC,,36,39726
5.0,DUPONT Timothy,BWB,,32,39726
6.0,WEEMAES Sasha,SVB,,28,39726
7.0,BARBIER Pierre,BBK,,24,39726
8.0,TAMINIAUX Lionel,ADC,,20,39726
9.0,DE KLEIJN Arvid,HPM,,16,39726
10.0,WARLOP Jordi,BBK,,12,39726
11.0,VAN UDEN Casper,DSM,,10,39726
12.0,WILLEMS Thimo,MCT,,9,39726
13.0,VAN DIJKE Tim,TJV,,8,39726
14.0,VAN BELLE Loe,TJV,,7,39726
15.0,VERMELTFOORT Coen,VWE,,6,39726
16.0,DE VRIES Hartthijs,MET,,5,39726
17.0,ANDERSEN Kasper,HBA,,5,39726
18.0,LEDANOIS Kévin,ARK,,5,39726
19.0,LEMMEN Bart,VWE,,5,39726
